title_normalized,company,rating,pay_percentile50,skill,years_of_experience,size,sector,industry,company_type,revenue,yearFounded,date_posted,doctoral,master,bachelor,associate,highschool_ged,years_since_founded,at_heartquartes
Senior Data Scientist,LegalZoom.com Inc.,3.6,94590,"['Operations research', 'R', 'Tableau', 'SQL', 'Intellectual property law', 'Python', 'Wills, trusts, & estate law']",0,5,Information Technology,IT Services,Company - Public,Unknown / Non-Applicable,2001,"Jan 19, 2022",0,0,0,0,0,21,0
Senior Data Analyst,"TEKsystems, Inc.",4,100569,"['Heavy lifting', 'Big data', 'Merchandising', 'Google Cloud Platform', 'SQL']",0,5,Business Services,Staffing & Outsourcing,Subsidiary or Business Segment,$5 to $10 billion (USD),1983,"Feb 15, 2022",0,0,0,0,0,39,0
Data Scientist,"Fiserv, Inc.",3.3,109411,"['Power BI', 'R', 'Tableau', 'SQL', 'Analysis skills', 'Root cause analysis', 'Communication skills', 'Python']",0,7,Finance,Financial Transaction Processing,Company - Public,$5 to $10 billion (USD),1984,"Feb 15, 2022",0,0,1,0,0,38,0
Economist,US Bureau of Labor Statistics,4.3,61150,[],0,5,Government,Federal Agencies,Government,Unknown / Non-Applicable,1913,"Feb 04, 2022",0,0,0,0,0,109,0
Data Scientist,"The Home Depot, Inc.",3.8,94927,"['Microsoft Powerpoint', 'Microsoft Excel', 'Data mining', 'Business intelligence', 'Computer vision', 'Data analysis skills', 'Tableau', 'SQL', 'Natural language processing', 'Scripting', 'Predictive analytics', 'Data visualization', 'Communication skills', 'Python', 'Analytics']",4,7,Retail,Home Centers & Hardware Stores,Company - Public,$10+ billion (USD),1978,"Feb 11, 2022",0,1,1,0,0,44,1
Data Scientist,"PayPal, Inc.",4.1,103581,"['Data structures', 'R', 'Data analysis skills', 'Apache Hive', 'Research', 'SQL', 'Analysis skills', 'Machine learning', 'Risk management', 'Fraud', 'Communication skills', 'Data warehouse', 'Python', 'Time management', 'Hadoop']",0,7,Information Technology,Internet,Company - Public,$10+ billion (USD),1998,"Feb 09, 2022",0,0,1,0,0,24,0
Data Scientist,Morgan Stanley,4,102220,"['TensorFlow', 'Statistics', 'DevOps', 'R', 'SQL', 'Machine learning', 'Technical writing', 'Regression analysis', 'Communication skills', 'Python']",3,7,Finance,Investment Banking & Asset Management,Company - Public,$10+ billion (USD),1935,"Feb 04, 2022",0,0,1,0,0,87,0
Data Scientist,Oak Ridge Associated Universities,4,60882,"['Statistical software', 'Microsoft Excel', 'R', 'APIs', 'Communication skills', 'Python']",0,4,Business Services,Research & Development,Nonprofit Organization,$50 to $100 million (USD),1946,"Dec 21, 2021",0,1,0,0,0,76,0
Data Scientist,"PepsiCo, Inc.",3.9,105884,"['TensorFlow', 'Microsoft SQL Server', 'Java', 'C', 'Machine learning', 'PostgreSQL', 'Deep learning', 'Natural language processing', 'Python', 'MySQL']",0,7,Manufacturing,Food & Beverage Manufacturing,Company - Public,$10+ billion (USD),1965,"Aug 07, 2021",0,1,1,0,0,57,0
Junior Data Scientist,"Westat, Inc.",3.5,83134,"['R', 'SQL', 'Statistical analysis', 'Machine learning', 'Scala', 'Natural language processing', 'Organizational skills', 'APIs', 'Regression analysis', 'AI', 'Communication skills', 'Python']",0,5,Business Services,Research & Development,Company - Private,$500 million to $1 billion (USD),1963,"Feb 10, 2022",0,0,1,0,0,59,0
Data Scientist,The Coca-Cola Company,4,80490,"['Database development', 'Databases', 'Machine learning', 'Predictive analytics', 'AI']",0,7,Manufacturing,Food & Beverage Manufacturing,Company - Public,$10+ billion (USD),1886,"Jan 26, 2022",1,1,1,0,0,136,1
Data Scientist I,GovStrive,3.6,68540,['Regression analysis'],2,2,Business Services,Consulting,Company - Private,Unknown / Non-Applicable,2014,"Apr 21, 2021",0,0,1,0,0,8,1
Data Scientist,John Bean Technologies Corporation,3.8,82601,"['Azure', 'R', 'SQL', 'AWS', 'GitHub', 'Data collection', 'Quantitative analysis', 'Communication skills', 'Python']",1,6,Manufacturing,Industrial Manufacturing,Company - Public,$1 to $2 billion (USD),1884,"Feb 01, 2022",0,1,1,0,0,138,0
Data Manager,Southern Company,4.2,78948,"['Laboratory experience', 'SQL', 'Communication skills']",2,7,"Oil, Gas, Energy & Utilities",Utilities,Company - Public,$10+ billion (USD),1945,"Jan 28, 2022",0,0,1,0,0,77,1
Data Scientist,"Delta Air Lines, Inc.",4.4,92483,"['Microsoft Powerpoint', 'Microsoft Word', 'Hyperion', 'Data modeling', 'Microsoft Excel', 'Go', 'SAS', 'R', 'Microsoft Office', 'Tableau', 'Java', 'SQL', 'Analysis skills', 'Product management', 'Data analytics', 'Predictive analytics', 'Data visualization', 'Communication skills', 'Python']",1,7,Travel & Tourism,Airlines,Company - Public,$10+ billion (USD),1928,"Feb 02, 2022",0,1,1,0,0,94,1
Data Scientist,Visa Inc.,4,114255,"['Microsoft Powerpoint', 'Statistical software', 'Microsoft Excel', 'SAS', 'R', 'Tableau', 'Stata', 'SQL', 'Python']",2,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1958,"Feb 05, 2022",1,1,1,0,0,64,0
Data Scientist,Reed Exhibitions pls,3.3,83022,"['Power BI', 'Azure', 'R', 'SQL', 'AWS', 'Distributed systems', 'Data analytics', 'AI', 'Communication skills', 'Python', 'MySQL']",0.5,5,Business Services,Advertising & Marketing,Subsidiary or Business Segment,$1 to $2 billion (USD),1968,"Jan 31, 2022",0,1,1,0,0,54,0
Data Scientist,Invesco Ltd.,3.7,103915,"['Statistics', 'Data mining', 'Data analysis skills', 'Analysis skills', 'Machine learning', 'Data collection', 'Business requirements', 'AI', 'Leadership', 'Communication skills']",0,6,Finance,Investment Banking & Asset Management,Company - Public,$2 to $5 billion (USD),1935,"Jan 13, 2022",0,1,0,0,0,87,1
Data Scientist,"Anheuser-Busch Companies, Inc.",3.8,92286,"['Power BI', 'Oracle', 'Data structures', 'Data analysis skills', 'Microsoft SQL Server', 'SSRS', 'Databases', 'Analysis skills', 'Programmable logic controllers', 'SQL Server Management Studio', 'Sybase', 'Agile', 'Robot programming', 'Design thinking', 'AI', 'Time management']",5,7,Manufacturing,Food & Beverage Manufacturing,Company - Public,$10+ billion (USD),1852,"Jan 31, 2022",0,0,1,0,0,170,0
Data Scientist,The Boston Consulting Group Inc.,4.4,94014,"['Power BI', 'Business intelligence', 'Tableau', 'Java', 'SQL', 'Machine learning', 'Scala', 'Financial concepts', 'Scripting', 'Agile', 'Communication skills', 'Python', 'Adobe Analytics', 'Analytics']",0,7,Business Services,Consulting,Company - Private,$5 to $10 billion (USD),1963,"Jan 07, 2022",0,0,1,0,0,59,0
Lead Data Scientist,"Automatic Data Processing, Inc.",4,108911,"['Pricing', 'R', 'Data analysis skills', 'ADP', 'Tableau', 'SQL', 'Machine learning', 'Natural language processing', 'Regression analysis', 'Clustering', 'AI', 'Communication skills', 'Python', 'Hadoop']",3,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1949,"Jan 27, 2022",0,0,0,0,0,73,0
Senior Data Scientist,Varsity Tutors,3.9,96469,"['R', 'Machine learning', 'Natural language processing', 'Communication skills', 'Python']",3,3,Information Technology,Internet,Company - Private,Unknown / Non-Applicable,2007,"Feb 11, 2022",1,1,0,0,0,15,0
Data Scientist,BAE Systems,3.8,93013,"['R', 'NoSQL', 'Databases', 'SQL', 'AWS', 'Analysis skills', 'Machine learning', 'Intelligence analysis', 'Natural language processing', 'Communication skills', 'Graph databases', 'Python']",5,7,Aerospace & Defense,Aerospace & Defense,Subsidiary or Business Segment,$10 to $25 million (USD),1999,"May 17, 2021",0,1,1,0,0,23,0
Data Scientist,Verusen,4.5,116042,"['TensorFlow', 'Power BI', 'Tableau', 'OOP', 'AWS', 'Machine learning', 'Integration testing', 'AI']",0,2,Transportation & Logistics,Logistics & Supply Chain,Company - Private,Unknown / Non-Applicable,2016,"Jan 25, 2022",0,1,1,0,0,6,1
Data Scientist,Booz Allen Hamilton Inc.,4.2,92604,"['Power BI', 'Management', 'R', 'Tableau', 'Scrum', 'Cleaning', 'Agile', 'Python']",1,7,Business Services,Consulting,Company - Public,$5 to $10 billion (USD),1914,"Jan 31, 2022",0,1,1,0,0,108,0
Product Analyst,Google Inc.,4.5,103230,"['MATLAB', 'SAS', 'R', 'Stata', 'SQL', 'Product management', 'Scripting', 'Communication skills']",3,7,Information Technology,Internet,Company - Public,$10+ billion (USD),1998,"Jul 01, 2021",0,1,1,0,0,24,0
Data Scientist,Pluralsight,3.3,93186,"['TensorFlow', 'R', 'Tableau', 'SQL', 'AWS', 'Natural language processing', 'Kafka', 'Python']",0,5,Information Technology,Computer Hardware & Software,Company - Private,$100 to $500 million (USD),2004,"Nov 01, 2021",0,0,0,0,0,18,0
Data Scientist,BCD Travel B.V.,4,103364,"['Power BI', 'Data mining', 'R', 'Microsoft Office', 'Tableau', 'SQL', 'Machine learning', 'Data visualization', 'Python']",0,7,Travel & Tourism,Travel Agencies,Company - Private,$10+ billion (USD),2006,"Jan 05, 2022",0,0,1,0,0,16,1
Data Scientist,"SkyePoint Decisions, Inc.",3.4,85995,"['TensorFlow', 'Cognos', 'R', 'DoD experience', 'Tableau', 'Machine learning', 'Virtualization', 'Python']",0,1,Information Technology,IT Services,Company - Private,$5 to $10 million (USD),2009,"Sep 07, 2021",0,0,0,0,0,13,0
Senior Data Analyst,"The Home Depot, Inc.",3.8,81040,"['Microsoft Excel', 'Microsoft Access', 'Oracle', 'Data mining', 'SAS', 'R', 'Microsoft SQL Server', 'Tableau', '.NET', 'Java', 'SQL', 'Statistical analysis', 'C++', 'Machine learning', 'Scripting', 'Teradata', 'SPSS', 'Python']",2,7,Retail,Home Centers & Hardware Stores,Company - Public,$10+ billion (USD),1978,"Feb 05, 2022",0,0,1,0,0,44,1
Data Scientist I,Knowesis Inc,4.7,101775,"['Microsoft Word', 'Statistical software', 'Microsoft Excel', 'Microsoft Access', 'SAS', 'R', 'Microsoft Office', 'SPSS', 'Communication skills']",0,2,Business Services,Consulting,Company - Private,$25 to $50 million (USD),2007,"Jan 18, 2022",0,0,1,0,0,15,0
Lead Data Scientist,"Chick-fil-A, Inc.",3.9,87806,"['Operations research', 'Supply chain', 'R', 'Alteryx', 'AWS', 'Communication skills', 'Python']",5,6,"Restaurants, Bars & Food Services",Fast-Food & Quick-Service Restaurants,Company - Private,$5 to $10 billion (USD),1946,"Jan 28, 2022",0,1,1,0,0,76,1
Senior Data Scientist,Viacom Inc.,3.8,102613,"['TensorFlow', 'Kanban', 'Software deployment', 'Microservices', 'SQL', 'OOP', 'AWS', 'AI', 'Communication skills', 'Python']",4,7,Media,Motion Picture Production & Distribution,Company - Public,$10+ billion (USD),2019,"Jan 19, 2022",1,1,0,0,0,3,0
Data Scientist,Microsoft Corporation,4.4,100022,"['Statistics', 'Power BI', 'Azure', 'Windows', 'Java', 'AWS', 'Analysis skills', 'C++', 'Machine learning', 'Distributed systems', 'Cloud computing', 'A/B testing', 'Communication skills', 'Python', 'Analytics']",2,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1975,"Jan 24, 2022",0,0,0,0,0,47,0
Data Scientist,Sharecare,4,100851,"['Enterprise software', 'R', 'Git', 'Analysis skills', 'Data analytics', 'Regression analysis', 'Agile', 'Linux', 'Data science', 'AI', 'Python']",5,5,Information Technology,Internet,Company - Private,$500 million to $1 billion (USD),2010,"Dec 08, 2021",1,1,0,0,0,12,1
Senior Data Analyst,General Dynamics Corporation,3.8,87063,"['Power BI', 'Microsoft Excel', 'Microsoft Access', 'SAS', 'R', 'Stata', 'SQL', 'C++', 'C', 'Data management', 'Public health', 'Regression analysis', 'Python']",4,7,Aerospace & Defense,Aerospace & Defense,Company - Public,$10+ billion (USD),1952,"Jan 03, 2022",0,1,1,0,0,70,0
Senior Data Analyst,"Cox Communications, Inc.",4.1,73431,"['Microsoft Powerpoint', 'Pricing', 'Microsoft Excel', 'Data mining', 'Financial modeling', 'Tableau', 'SQL', 'Presentation skills', 'Product management', 'Recruiting', 'Telecommunication', 'Communication skills', 'Python', 'Marketing', 'Analytics']",3,7,Telecommunications,"Cable, Internet & Telephone Providers",Company - Private,$10+ billion (USD),1962,"Feb 15, 2022",0,0,1,0,0,60,0
Principal Statistical Analyst,Warman O'Brien Limited,5,150000,"['SAS', 'Communication skills']",7,1,Business Services,Staffing & Outsourcing,Company - Private,$5 to $10 million (USD),2017,"Feb 14, 2022",0,0,0,0,0,5,0
Senior Data Analyst,UnitedHealth Group Incorporated,3.6,87192,"['Pricing', 'Power BI', 'Microsoft Excel', 'Microsoft Access', 'Financial modeling', 'SAS', 'Medical coding', 'Financial analysis', 'ICD-9', 'ICD-10', 'Analysis skills', 'CPT coding', 'SharePoint', 'Pivot tables']",5,7,Health Care,Health Care Services & Hospitals,Company - Public,$10+ billion (USD),1977,"Feb 13, 2022",0,0,1,0,0,45,0
Data Scientist,Utility Associates Inc,3.7,100368,"['Data mining', 'Spark', 'R', 'Apache Hive', 'Java', 'Databases', 'Statistical analysis', 'AWS', 'C++', 'C', 'Machine learning', 'Regression analysis', 'S3', 'Web services', 'Redshift', 'Communication skills', 'Python', 'MySQL', 'Hadoop']",0,1,Information Technology,Computer Hardware & Software,Company - Private,$10 to $25 million (USD),2000,"May 29, 2021",0,1,0,0,0,22,1
Senior Data Analyst,Union General Hospital,3.5,54396,"['Customer service', 'Writing skills', 'Financial analysis']",2,2,Health Care,Health Care Services & Hospitals,Hospital,$10 to $25 million (USD),1961,"Dec 01, 2021",0,0,1,0,0,61,0
Data Scientist,"The Home Depot, Inc.",3.8,104950,"['Oracle', 'Data mining', 'SAS', 'R', 'Microsoft SQL Server', '.NET', 'Java', 'SQL', 'Statistical analysis', 'C++', 'Machine learning', 'Forecasting', 'Scripting', 'Teradata', 'Python']",3,7,Retail,Home Centers & Hardware Stores,Company - Public,$10+ billion (USD),1978,"Feb 03, 2022",0,0,1,0,0,44,1
Senior Data Analyst,Celsius Network,3.4,74060,"['Data analysis skills', 'Tableau', 'SQL', 'Data analytics', 'Communication skills', 'Python']",5,3,Finance,Lending,Company - Private,Unknown / Non-Applicable,2017,"Feb 04, 2022",0,0,0,0,0,5,0
Statistician,"Life Time, Inc. ",3.7,57574,[],0,7,Consumer Services,"Health, Beauty, & Fitness",Company - Public,$1 to $2 billion (USD),1992,"Dec 16, 2021",0,0,0,0,1,30,0
Data Scientist Manager,American Express Company,4.2,108091,"['Statistics', 'Big data', 'Spark', 'Apache Hive', 'Databases', 'SQL', 'Machine learning', 'Python', 'Hadoop']",2,7,Finance,Financial Transaction Processing,Company - Public,$10+ billion (USD),1850,"Feb 11, 2022",0,0,0,0,0,172,0
Data Scientist,Aptonet Inc,4.9,95948,"['MATLAB', 'SAS', 'Spark', 'Machine learning', 'SPSS', 'Python']",0,3,Information Technology,IT Services,Company - Private,Unknown / Non-Applicable,2004,"Nov 23, 2021",1,1,1,0,0,18,1
Data Scientist,Equifax Inc.,3.8,95924,"['TensorFlow', 'Statistics', 'MATLAB', 'Azure', 'Data structures', 'Google Cloud Platform', 'Apache Hive', 'AWS', 'Analysis skills', 'Machine learning', 'Natural language processing', 'Regression analysis', 'Agile', 'AI', 'Python', 'Analytics']",1,7,Finance,Financial Analytics & Research,Company - Public,$2 to $5 billion (USD),1899,"Jan 06, 2022",0,1,0,0,0,123,0
Data Scientist,Amdocs Limited,3.9,97360,"['TensorFlow', 'Oracle', 'Data mining', 'Big data', 'Data structures', 'NoSQL', 'English', 'SQL', 'Presentation skills', 'Machine learning', 'Data analytics', 'Telecommunication', 'Customer support', 'Data collection', 'AI', 'Communication skills', 'Python', 'MySQL', 'Analytics']",4,7,Information Technology,Enterprise Software & Network Solutions,Company - Public,$2 to $5 billion (USD),1982,"Feb 02, 2022",0,1,1,0,0,40,0
Data Scientist,"VMware, Inc.",4.3,89430,"['R', 'Analysis skills', 'Machine learning', 'Natural language processing', 'Agile', 'VMWare', 'Communication skills', 'Python', 'Analytics']",3,7,Information Technology,Computer Hardware & Software,Company - Public,$5 to $10 billion (USD),1998,"Nov 08, 2021",0,0,0,0,0,24,0
Data Scientist,Seek Now,4,102964,"['TensorFlow', 'MATLAB', 'Computer vision', 'Relational databases', 'R', 'Databases', 'AWS', 'PostgreSQL', 'Deep learning', 'Fraud', 'Data collection', 'Python', 'Mobile devices']",0,2,Insurance,Insurance Carriers,Company - Private,Unknown / Non-Applicable,2012,"Jan 25, 2022",0,0,1,0,0,10,0
Machine Learning Engineer,Intradiem,4.1,95377,"['Data mining', 'Kubernetes', 'R', 'Docker', 'Machine learning', 'AI', 'Python']",5,2,Information Technology,Enterprise Software & Network Solutions,Company - Private,$25 to $50 million (USD),1995,"Feb 02, 2022",0,1,1,0,0,27,1
Data Scientist Manager,"CU Cooperative Systems, Inc. ",3.7,118489,"['Microsoft Powerpoint', 'Kanban', 'Visio', 'Microsoft Office', 'Data management', 'Agile', 'Fraud']",10,5,Finance,Banks & Credit Unions,Company - Private,Unknown / Non-Applicable,1981,"Jan 03, 2022",0,0,1,0,0,41,0
Lead Machine Learning Engineer,"Chick-fil-A, Inc.",3.9,91064,"['TensorFlow', 'CI/CD', 'Kubernetes', 'Spark', 'R', 'Test automation', 'Git', 'Information security', 'Databases', 'Microservices', 'AWS', 'Database management', 'Docker', 'Machine learning', 'Deep learning', 'APIs', 'Data science', 'Jenkins', 'Python', 'Debugging', 'Hadoop']",3,6,"Restaurants, Bars & Food Services",Fast-Food & Quick-Service Restaurants,Company - Private,$5 to $10 billion (USD),1946,"Jan 28, 2022",0,1,1,0,0,76,1
Machine Learning Engineer,"Intuitive Surgical, Inc.",4.4,107749,"['TensorFlow', 'Statistics', 'Computer vision', 'R', 'SQL', 'C++', 'C', 'Machine learning', 'Deep learning', 'Communication skills', 'Python']",0,6,Manufacturing,Health Care Products Manufacturing,Company - Public,$2 to $5 billion (USD),1995,"Dec 21, 2021",1,1,0,0,0,27,0
Senior Data Analyst,"Cox Automotive, Inc.",4.1,93935,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'Oracle', 'DB2', 'Alteryx', 'Data analysis skills', 'Microsoft SQL Server', 'Qualitative analysis', 'Microsoft Office', 'Tableau', 'SQL', 'AWS', 'Analysis skills', 'Product management', 'Scrum', 'ServiceNow', 'Agile', 'SSIS', 'Redshift', 'Quantitative analysis', 'PL/SQL', 'Python']",5,7,Information Technology,IT Services,Company - Private,Unknown / Non-Applicable,2014,"Feb 01, 2022",0,0,1,0,0,8,1
Machine Learning Engineer,"Insight Global, Inc.",3.9,93542,"['Google Cloud Platform', 'E-commerce', 'Machine learning', 'Apache', 'Python']",3,5,Business Services,Staffing & Outsourcing,Company - Private,$25 to $50 million (USD),2001,"Feb 10, 2022",0,0,0,0,0,21,1
Data Engineer,International Business Machines Corporation,4,95469,"['Jira', 'CI/CD', 'Computer science', 'Big data', 'Spark', 'Git', 'Machine learning', 'Cloud development', 'Continuous integration', 'APIs', 'S3', 'Python', 'Hadoop']",0,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Feb 16, 2022",0,0,1,0,0,111,0
Data Scientist,Deloitte ,4,98202,"['TensorFlow', 'Azure', 'Big data', 'Google Cloud Platform', 'AWS', 'Machine learning', 'Product management', 'Deep learning', 'Financial services', 'Data science', 'AI', 'Communication skills', 'Python', 'Marketing', 'SDLC']",2,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Dec 16, 2021",0,0,1,0,0,172,0
